CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category,Brand,UPC,PPG, Sales 
ABC Corp,North,Drug,Rx,North,2017,1,Widgets,A,1234512345,PPG1,"4,78,200.00"
ABC Corp,East,Drug,Rx,East,2017,1,Widgets,A,1234512345,PPG1,"1,23,400.00"
ABC Corp,South,Drug,Rx,South,2017,1,Widgets,A,1234512345,PPG1,"97,600.00"
ABC Corp,West,Drug,Rx,West,2017,1,Widgets,A,1234512345,PPG1,"7,31,700.00"
ABC Corp,North,Mass,SuperMart,North,2017,2,Widgets,A,1234567890,PPG1,"5,57,365.40"
ABC Corp,East,Mass,SuperMart,East,2017,2,Widgets,A,1234567890,PPG1,"6,56,918.00"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,2,Widgets,A,1234567890,PPG1,"4,85,513.18"
ABC Corp,South,Mass,SuperMart,Deep South,2017,2,Widgets,A,1234567890,PPG1,"3,17,254.70"
ABC Corp,West,Mass,SuperMart,West,2017,2,Widgets,A,1234567890,PPG1,"6,68,653.70"
ABC Corp,North,Mass,BigCo,North,2017,2,Widgets,A,1234567890,PPG1,"2,02,625.92"
ABC Corp,East,Mass,BigCo,East,2017,2,Widgets,A,1234567890,PPG1,"2,62,865.64"
ABC Corp,South,Mass,BigCo,South,2017,2,Widgets,A,1234567890,PPG1,"9,95,772.12"
ABC Corp,West,Mass,BigCo,West,2017,2,Widgets,A,1234567890,PPG1,"6,97,155.36"
ABC Corp,North,Drug,Rx,North,2017,2,Widgets,A,1234567890,PPG1,"1,31,510.88"
ABC Corp,East,Drug,Rx,East,2017,2,Widgets,A,1234567890,PPG1,"5,52,982.59"
ABC Corp,South,Drug,Rx,South,2017,2,Widgets,A,1234567890,PPG1,"3,34,715.32"
ABC Corp,West,Drug,Rx,West,2017,2,Widgets,A,1234567890,PPG1,"9,53,632.68"
ABC Corp,North,Mass,SuperMart,North,2017,2,Widgets,A,1234512345,PPG1,"1,28,826.50"
ABC Corp,East,Mass,SuperMart,East,2017,2,Widgets,A,1234512345,PPG1,"2,24,408.26"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,2,Widgets,A,1234512345,PPG1,"8,09,277.30"
ABC Corp,South,Mass,SuperMart,Deep South,2017,2,Widgets,A,1234512345,PPG1,"1,27,263.34"
ABC Corp,West,Mass,SuperMart,West,2017,2,Widgets,A,1234512345,PPG1,"6,24,369.90"
ABC Corp,North,Mass,BigCo,North,2017,2,Widgets,A,1234512345,PPG1,"92,788.76"
ABC Corp,East,Mass,BigCo,East,2017,2,Widgets,A,1234512345,PPG1,"7,12,772.56"
ABC Corp,South,Mass,BigCo,South,2017,2,Widgets,A,1234512345,PPG1,"8,06,065.65"
ABC Corp,West,Mass,BigCo,West,2017,2,Widgets,A,1234512345,PPG1,"3,62,372.10"
ABC Corp,North,Drug,Rx,North,2017,2,Widgets,A,1234512345,PPG1,"4,85,851.20"
ABC Corp,East,Drug,Rx,East,2017,2,Widgets,A,1234512345,PPG1,"1,25,522.48"
ABC Corp,South,Drug,Rx,South,2017,2,Widgets,A,1234512345,PPG1,"95,774.88"
ABC Corp,West,Drug,Rx,West,2017,2,Widgets,A,1234512345,PPG1,"7,18,895.25"
ABC Corp,North,Mass,SuperMart,North,2017,3,Widgets,A,1234567890,PPG1,"5,64,165.26"
ABC Corp,East,Mass,SuperMart,East,2017,3,Widgets,A,1234567890,PPG1,"6,83,917.33"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,3,Widgets,A,1234567890,PPG1,"4,82,697.20"
ABC Corp,South,Mass,SuperMart,Deep South,2017,3,Widgets,A,1234567890,PPG1,"3,17,952.66"
ABC Corp,West,Mass,SuperMart,West,2017,3,Widgets,A,1234567890,PPG1,"6,95,266.12"
ABC Corp,North,Mass,BigCo,North,2017,3,Widgets,A,1234567890,PPG1,"2,10,285.18"
ABC Corp,East,Mass,BigCo,East,2017,3,Widgets,A,1234567890,PPG1,"2,61,525.03"
ABC Corp,South,Mass,BigCo,South,2017,3,Widgets,A,1234567890,PPG1,"9,46,680.55"
ABC Corp,West,Mass,BigCo,West,2017,3,Widgets,A,1234567890,PPG1,"7,12,004.77"
ABC Corp,North,Drug,Rx,North,2017,3,Widgets,A,1234567890,PPG1,"1,36,547.75"
ABC Corp,East,Drug,Rx,East,2017,3,Widgets,A,1234567890,PPG1,"5,44,024.27"
ABC Corp,South,Drug,Rx,South,2017,3,Widgets,A,1234567890,PPG1,"3,37,928.59"
ABC Corp,West,Drug,Rx,West,2017,3,Widgets,A,1234567890,PPG1,"9,95,115.70"
ABC Corp,North,Mass,SuperMart,North,2017,3,Widgets,A,1234512345,PPG1,"1,26,713.75"
ABC Corp,East,Mass,SuperMart,East,2017,3,Widgets,A,1234512345,PPG1,"2,29,255.48"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,3,Widgets,A,1234512345,PPG1,"8,00,132.47"
ABC Corp,South,Mass,SuperMart,Deep South,2017,3,Widgets,A,1234512345,PPG1,"1,21,256.51"
ABC Corp,West,Mass,SuperMart,West,2017,3,Widgets,A,1234512345,PPG1,"6,44,661.92"
ABC Corp,North,Mass,BigCo,North,2017,3,Widgets,A,1234512345,PPG1,"93,865.11"
ABC Corp,East,Mass,BigCo,East,2017,3,Widgets,A,1234512345,PPG1,"6,80,127.58"
ABC Corp,South,Mass,BigCo,South,2017,3,Widgets,A,1234512345,PPG1,"8,34,197.34"
ABC Corp,West,Mass,BigCo,West,2017,3,Widgets,A,1234512345,PPG1,"3,51,319.75"
ABC Corp,North,Drug,Rx,North,2017,3,Widgets,A,1234512345,PPG1,"4,96,005.49"
ABC Corp,East,Drug,Rx,East,2017,3,Widgets,A,1234512345,PPG1,"1,29,288.15"
ABC Corp,South,Drug,Rx,South,2017,3,Widgets,A,1234512345,PPG1,"91,397.97"
ABC Corp,West,Drug,Rx,West,2017,3,Widgets,A,1234512345,PPG1,"7,33,488.82"
ABC Corp,North,Mass,SuperMart,North,2017,4,Widgets,A,1234567890,PPG1,"5,72,571.32"
ABC Corp,East,Mass,SuperMart,East,2017,4,Widgets,A,1234567890,PPG1,"7,17,292.50"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,4,Widgets,A,1234567890,PPG1,"4,70,629.77"
ABC Corp,South,Mass,SuperMart,Deep South,2017,4,Widgets,A,1234567890,PPG1,"3,13,119.78"
ABC Corp,West,Mass,SuperMart,West,2017,4,Widgets,A,1234567890,PPG1,"6,90,816.41"
ABC Corp,North,Mass,BigCo,North,2017,4,Widgets,A,1234567890,PPG1,"2,10,621.64"
ABC Corp,East,Mass,BigCo,East,2017,4,Widgets,A,1234567890,PPG1,"2,70,992.23"
ABC Corp,South,Mass,BigCo,South,2017,4,Widgets,A,1234567890,PPG1,"9,58,987.40"
ABC Corp,West,Mass,BigCo,West,2017,4,Widgets,A,1234567890,PPG1,"7,41,125.76"
ABC Corp,North,Drug,Rx,North,2017,4,Widgets,A,1234567890,PPG1,"1,39,415.25"
ABC Corp,East,Drug,Rx,East,2017,4,Widgets,A,1234567890,PPG1,"5,41,793.77"
ABC Corp,South,Drug,Rx,South,2017,4,Widgets,A,1234567890,PPG1,"3,47,559.55"
ABC Corp,West,Drug,Rx,West,2017,4,Widgets,A,1234567890,PPG1,"10,31,835.47"
ABC Corp,North,Mass,SuperMart,North,2017,4,Widgets,A,1234512345,PPG1,"1,22,544.86"
ABC Corp,East,Mass,SuperMart,East,2017,4,Widgets,A,1234512345,PPG1,"2,32,831.86"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,4,Widgets,A,1234512345,PPG1,"7,64,446.56"
ABC Corp,South,Mass,SuperMart,Deep South,2017,4,Widgets,A,1234512345,PPG1,"1,21,705.16"
ABC Corp,West,Mass,SuperMart,West,2017,4,Widgets,A,1234512345,PPG1,"6,71,479.86"
ABC Corp,North,Mass,BigCo,North,2017,4,Widgets,A,1234512345,PPG1,"97,666.65"
ABC Corp,East,Mass,BigCo,East,2017,4,Widgets,A,1234512345,PPG1,"6,82,508.02"
ABC Corp,South,Mass,BigCo,South,2017,4,Widgets,A,1234512345,PPG1,"8,05,000.43"
ABC Corp,West,Mass,BigCo,West,2017,4,Widgets,A,1234512345,PPG1,"3,40,674.76"
ABC Corp,North,Drug,Rx,North,2017,4,Widgets,A,1234512345,PPG1,"4,72,197.23"
ABC Corp,East,Drug,Rx,East,2017,4,Widgets,A,1234512345,PPG1,"1,26,366.24"
ABC Corp,South,Drug,Rx,South,2017,4,Widgets,A,1234512345,PPG1,"95,474.32"
ABC Corp,West,Drug,Rx,West,2017,4,Widgets,A,1234512345,PPG1,"7,10,970.72"
ABC Corp,North,Mass,SuperMart,North,2017,5,Widgets,A,1234567890,PPG1,"5,95,531.43"
ABC Corp,East,Mass,SuperMart,East,2017,5,Widgets,A,1234567890,PPG1,"6,95,056.43"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,5,Widgets,A,1234567890,PPG1,"4,47,380.66"
ABC Corp,South,Mass,SuperMart,Deep South,2017,5,Widgets,A,1234567890,PPG1,"2,98,403.15"
ABC Corp,West,Mass,SuperMart,West,2017,5,Widgets,A,1234567890,PPG1,"7,10,781.01"
ABC Corp,North,Mass,BigCo,North,2017,5,Widgets,A,1234567890,PPG1,"2,18,309.33"
ABC Corp,East,Mass,BigCo,East,2017,5,Widgets,A,1234567890,PPG1,"2,63,512.85"
ABC Corp,South,Mass,BigCo,South,2017,5,Widgets,A,1234567890,PPG1,"9,91,592.97"
ABC Corp,West,Mass,BigCo,West,2017,5,Widgets,A,1234567890,PPG1,"7,49,574.60"
ABC Corp,North,Drug,Rx,North,2017,5,Widgets,A,1234567890,PPG1,"1,39,247.95"
ABC Corp,East,Drug,Rx,East,2017,5,Widgets,A,1234567890,PPG1,"5,44,502.74"
ABC Corp,South,Drug,Rx,South,2017,5,Widgets,A,1234567890,PPG1,"3,50,930.88"
ABC Corp,West,Drug,Rx,West,2017,5,Widgets,A,1234567890,PPG1,"10,54,123.12"
ABC Corp,North,Mass,SuperMart,North,2017,5,Widgets,A,1234512345,PPG1,"1,23,414.93"
ABC Corp,East,Mass,SuperMart,East,2017,5,Widgets,A,1234512345,PPG1,"2,41,702.76"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,5,Widgets,A,1234512345,PPG1,"7,37,002.93"
ABC Corp,South,Mass,SuperMart,Deep South,2017,5,Widgets,A,1234512345,PPG1,"1,27,327.94"
ABC Corp,West,Mass,SuperMart,West,2017,5,Widgets,A,1234512345,PPG1,"6,62,952.06"
ABC Corp,North,Mass,BigCo,North,2017,5,Widgets,A,1234512345,PPG1,"1,01,446.35"
ABC Corp,East,Mass,BigCo,East,2017,5,Widgets,A,1234512345,PPG1,"6,94,042.41"
ABC Corp,South,Mass,BigCo,South,2017,5,Widgets,A,1234512345,PPG1,"8,41,064.45"
ABC Corp,West,Mass,BigCo,West,2017,5,Widgets,A,1234512345,PPG1,"3,50,145.52"
ABC Corp,North,Drug,Rx,North,2017,5,Widgets,A,1234512345,PPG1,"4,90,707.36"
ABC Corp,East,Drug,Rx,East,2017,5,Widgets,A,1234512345,PPG1,"1,22,259.34"
ABC Corp,South,Drug,Rx,South,2017,5,Widgets,A,1234512345,PPG1,"99,274.20"
ABC Corp,West,Drug,Rx,West,2017,5,Widgets,A,1234512345,PPG1,"6,92,698.77"
ABC Corp,North,Mass,SuperMart,North,2017,6,Widgets,A,1234567890,PPG1,"6,21,794.37"
ABC Corp,East,Mass,SuperMart,East,2017,6,Widgets,A,1234567890,PPG1,"7,14,518.01"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,6,Widgets,A,1234567890,PPG1,"4,40,043.62"
ABC Corp,South,Mass,SuperMart,Deep South,2017,6,Widgets,A,1234567890,PPG1,"3,02,849.36"
ABC Corp,West,Mass,SuperMart,West,2017,6,Widgets,A,1234567890,PPG1,"7,29,687.78"
ABC Corp,North,Mass,BigCo,North,2017,6,Widgets,A,1234567890,PPG1,"2,28,984.65"
ABC Corp,East,Mass,BigCo,East,2017,6,Widgets,A,1234567890,PPG1,"2,69,468.24"
ABC Corp,South,Mass,BigCo,South,2017,6,Widgets,A,1234567890,PPG1,"9,75,330.85"
ABC Corp,West,Mass,BigCo,West,2017,6,Widgets,A,1234567890,PPG1,"7,49,424.68"
ABC Corp,North,Drug,Rx,North,2017,6,Widgets,A,1234567890,PPG1,"1,37,744.07"
ABC Corp,East,Drug,Rx,East,2017,6,Widgets,A,1234567890,PPG1,"5,70,203.27"
ABC Corp,South,Drug,Rx,South,2017,6,Widgets,A,1234567890,PPG1,"3,41,525.93"
ABC Corp,West,Drug,Rx,West,2017,6,Widgets,A,1234567890,PPG1,"10,22,499.42"
ABC Corp,North,Mass,SuperMart,North,2017,6,Widgets,A,1234512345,PPG1,"1,28,166.41"
ABC Corp,East,Mass,SuperMart,East,2017,6,Widgets,A,1234512345,PPG1,"2,40,155.86"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,6,Widgets,A,1234512345,PPG1,"7,46,510.26"
ABC Corp,South,Mass,SuperMart,Deep South,2017,6,Widgets,A,1234512345,PPG1,"1,32,293.73"
ABC Corp,West,Mass,SuperMart,West,2017,6,Widgets,A,1234512345,PPG1,"6,31,262.95"
ABC Corp,North,Mass,BigCo,North,2017,6,Widgets,A,1234512345,PPG1,"1,06,457.80"
ABC Corp,East,Mass,BigCo,East,2017,6,Widgets,A,1234512345,PPG1,"7,08,200.87"
ABC Corp,South,Mass,BigCo,South,2017,6,Widgets,A,1234512345,PPG1,"8,16,673.58"
ABC Corp,West,Mass,BigCo,West,2017,6,Widgets,A,1234512345,PPG1,"3,59,039.22"
ABC Corp,North,Drug,Rx,North,2017,6,Widgets,A,1234512345,PPG1,"4,73,974.24"
ABC Corp,East,Drug,Rx,East,2017,6,Widgets,A,1234512345,PPG1,"1,19,606.31"
ABC Corp,South,Drug,Rx,South,2017,6,Widgets,A,1234512345,PPG1,"1,00,644.18"
ABC Corp,West,Drug,Rx,West,2017,6,Widgets,A,1234512345,PPG1,"7,26,017.58"
ABC Corp,North,Mass,SuperMart,North,2017,7,Widgets,A,1234567890,PPG1,"6,41,816.14"
ABC Corp,East,Mass,SuperMart,East,2017,7,Widgets,A,1234567890,PPG1,"7,49,386.49"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,7,Widgets,A,1234567890,PPG1,"4,58,349.43"
ABC Corp,South,Mass,SuperMart,Deep South,2017,7,Widgets,A,1234567890,PPG1,"2,92,613.05"
ABC Corp,West,Mass,SuperMart,West,2017,7,Widgets,A,1234567890,PPG1,"7,14,072.46"
ABC Corp,North,Mass,BigCo,North,2017,7,Widgets,A,1234567890,PPG1,"2,33,037.68"
ABC Corp,East,Mass,BigCo,East,2017,7,Widgets,A,1234567890,PPG1,"2,80,705.06"
ABC Corp,South,Mass,BigCo,South,2017,7,Widgets,A,1234567890,PPG1,"9,96,690.59"
ABC Corp,West,Mass,BigCo,West,2017,7,Widgets,A,1234567890,PPG1,"7,36,234.81"
ABC Corp,North,Drug,Rx,North,2017,7,Widgets,A,1234567890,PPG1,"1,31,077.26"
ABC Corp,East,Drug,Rx,East,2017,7,Widgets,A,1234567890,PPG1,"5,43,802.86"
ABC Corp,South,Drug,Rx,South,2017,7,Widgets,A,1234567890,PPG1,"3,34,353.89"
ABC Corp,West,Drug,Rx,West,2017,7,Widgets,A,1234567890,PPG1,"10,62,070.15"
ABC Corp,North,Mass,SuperMart,North,2017,7,Widgets,A,1234512345,PPG1,"1,33,985.16"
ABC Corp,East,Mass,SuperMart,East,2017,7,Widgets,A,1234512345,PPG1,"2,31,894.50"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,7,Widgets,A,1234512345,PPG1,"7,10,603.12"
ABC Corp,South,Mass,SuperMart,Deep South,2017,7,Widgets,A,1234512345,PPG1,"1,31,327.98"
ABC Corp,West,Mass,SuperMart,West,2017,7,Widgets,A,1234512345,PPG1,"6,01,025.46"
ABC Corp,North,Mass,BigCo,North,2017,7,Widgets,A,1234512345,PPG1,"1,04,988.68"
ABC Corp,East,Mass,BigCo,East,2017,7,Widgets,A,1234512345,PPG1,"7,09,404.82"
ABC Corp,South,Mass,BigCo,South,2017,7,Widgets,A,1234512345,PPG1,"8,18,633.60"
ABC Corp,West,Mass,BigCo,West,2017,7,Widgets,A,1234512345,PPG1,"3,60,008.62"
ABC Corp,North,Drug,Rx,North,2017,7,Widgets,A,1234512345,PPG1,"4,52,977.18"
ABC Corp,East,Drug,Rx,East,2017,7,Widgets,A,1234512345,PPG1,"1,16,903.21"
ABC Corp,South,Drug,Rx,South,2017,7,Widgets,A,1234512345,PPG1,"98,993.61"
ABC Corp,West,Drug,Rx,West,2017,7,Widgets,A,1234512345,PPG1,"7,28,776.45"
ABC Corp,North,Mass,SuperMart,North,2017,8,Widgets,A,1234567890,PPG1,"6,43,228.14"
ABC Corp,East,Mass,SuperMart,East,2017,8,Widgets,A,1234567890,PPG1,"7,12,666.55"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,8,Widgets,A,1234567890,PPG1,"4,40,107.13"
ABC Corp,South,Mass,SuperMart,Deep South,2017,8,Widgets,A,1234567890,PPG1,"3,06,043.99"
ABC Corp,West,Mass,SuperMart,West,2017,8,Widgets,A,1234567890,PPG1,"7,19,070.97"
ABC Corp,North,Mass,BigCo,North,2017,8,Widgets,A,1234567890,PPG1,"2,31,336.51"
ABC Corp,East,Mass,BigCo,East,2017,8,Widgets,A,1234567890,PPG1,"2,91,427.99"
ABC Corp,South,Mass,BigCo,South,2017,8,Widgets,A,1234567890,PPG1,"9,99,979.67"
ABC Corp,West,Mass,BigCo,West,2017,8,Widgets,A,1234567890,PPG1,"7,69,144.50"
ABC Corp,North,Drug,Rx,North,2017,8,Widgets,A,1234567890,PPG1,"1,25,021.49"
ABC Corp,East,Drug,Rx,East,2017,8,Widgets,A,1234567890,PPG1,"5,26,129.27"
ABC Corp,South,Drug,Rx,South,2017,8,Widgets,A,1234567890,PPG1,"3,24,222.96"
ABC Corp,West,Drug,Rx,West,2017,8,Widgets,A,1234567890,PPG1,"11,11,350.21"
ABC Corp,North,Mass,SuperMart,North,2017,8,Widgets,A,1234512345,PPG1,"1,29,282.28"
ABC Corp,East,Mass,SuperMart,East,2017,8,Widgets,A,1234512345,PPG1,"2,43,466.03"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,8,Widgets,A,1234512345,PPG1,"7,23,749.28"
ABC Corp,South,Mass,SuperMart,Deep South,2017,8,Widgets,A,1234512345,PPG1,"1,31,065.33"
ABC Corp,West,Mass,SuperMart,West,2017,8,Widgets,A,1234512345,PPG1,"6,27,230.17"
ABC Corp,North,Mass,BigCo,North,2017,8,Widgets,A,1234512345,PPG1,"1,05,545.12"
ABC Corp,East,Mass,BigCo,East,2017,8,Widgets,A,1234512345,PPG1,"7,11,036.45"
ABC Corp,South,Mass,BigCo,South,2017,8,Widgets,A,1234512345,PPG1,"8,04,634.97"
ABC Corp,West,Mass,BigCo,West,2017,8,Widgets,A,1234512345,PPG1,"3,69,116.84"
ABC Corp,North,Drug,Rx,North,2017,8,Widgets,A,1234512345,PPG1,"4,65,841.73"
ABC Corp,East,Drug,Rx,East,2017,8,Widgets,A,1234512345,PPG1,"1,19,615.36"
ABC Corp,South,Drug,Rx,South,2017,8,Widgets,A,1234512345,PPG1,"98,142.27"
ABC Corp,West,Drug,Rx,West,2017,8,Widgets,A,1234512345,PPG1,"7,44,809.53"
ABC Corp,North,Mass,SuperMart,North,2017,9,Widgets,A,1234567890,PPG1,"6,72,366.38"
ABC Corp,East,Mass,SuperMart,East,2017,9,Widgets,A,1234567890,PPG1,"7,13,165.42"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,9,Widgets,A,1234567890,PPG1,"4,34,605.79"
ABC Corp,South,Mass,SuperMart,Deep South,2017,9,Widgets,A,1234567890,PPG1,"2,97,015.69"
ABC Corp,West,Mass,SuperMart,West,2017,9,Widgets,A,1234567890,PPG1,"7,50,638.19"
ABC Corp,North,Mass,BigCo,North,2017,9,Widgets,A,1234567890,PPG1,"2,37,536.32"
ABC Corp,East,Mass,BigCo,East,2017,9,Widgets,A,1234567890,PPG1,"3,05,037.68"
ABC Corp,South,Mass,BigCo,South,2017,9,Widgets,A,1234567890,PPG1,"10,19,279.28"
ABC Corp,West,Mass,BigCo,West,2017,9,Widgets,A,1234567890,PPG1,"7,68,606.10"
ABC Corp,North,Drug,Rx,North,2017,9,Widgets,A,1234567890,PPG1,"1,26,509.25"
ABC Corp,East,Drug,Rx,East,2017,9,Widgets,A,1234567890,PPG1,"5,18,763.46"
ABC Corp,South,Drug,Rx,South,2017,9,Widgets,A,1234567890,PPG1,"3,10,475.91"
ABC Corp,West,Drug,Rx,West,2017,9,Widgets,A,1234567890,PPG1,"11,29,909.75"
ABC Corp,North,Mass,SuperMart,North,2017,9,Widgets,A,1234512345,PPG1,"1,29,812.34"
ABC Corp,East,Mass,SuperMart,East,2017,9,Widgets,A,1234512345,PPG1,"2,42,711.29"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,9,Widgets,A,1234512345,PPG1,"7,47,415.88"
ABC Corp,South,Mass,SuperMart,Deep South,2017,9,Widgets,A,1234512345,PPG1,"1,27,107.15"
ABC Corp,West,Mass,SuperMart,West,2017,9,Widgets,A,1234512345,PPG1,"6,43,161.82"
ABC Corp,North,Mass,BigCo,North,2017,9,Widgets,A,1234512345,PPG1,"1,07,212.73"
ABC Corp,East,Mass,BigCo,East,2017,9,Widgets,A,1234512345,PPG1,"7,27,105.87"
ABC Corp,South,Mass,BigCo,South,2017,9,Widgets,A,1234512345,PPG1,"7,80,254.53"
ABC Corp,West,Mass,BigCo,West,2017,9,Widgets,A,1234512345,PPG1,"3,59,187.60"
ABC Corp,North,Drug,Rx,North,2017,9,Widgets,A,1234512345,PPG1,"4,83,310.79"
ABC Corp,East,Drug,Rx,East,2017,9,Widgets,A,1234512345,PPG1,"1,17,246.98"
ABC Corp,South,Drug,Rx,South,2017,9,Widgets,A,1234512345,PPG1,"93,912.34"
ABC Corp,West,Drug,Rx,West,2017,9,Widgets,A,1234512345,PPG1,"7,79,964.54"
ABC Corp,North,Mass,SuperMart,North,2017,10,Widgets,A,1234567890,PPG1,"6,58,919.05"
ABC Corp,East,Mass,SuperMart,East,2017,10,Widgets,A,1234567890,PPG1,"7,09,956.17"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,10,Widgets,A,1234567890,PPG1,"4,42,906.76"
ABC Corp,South,Mass,SuperMart,Deep South,2017,10,Widgets,A,1234567890,PPG1,"2,98,738.38"
ABC Corp,West,Mass,SuperMart,West,2017,10,Widgets,A,1234567890,PPG1,"7,79,162.44"
ABC Corp,North,Mass,BigCo,North,2017,10,Widgets,A,1234567890,PPG1,"2,35,350.99"
ABC Corp,East,Mass,BigCo,East,2017,10,Widgets,A,1234567890,PPG1,"2,94,269.85"
ABC Corp,South,Mass,BigCo,South,2017,10,Widgets,A,1234567890,PPG1,"9,90,229.82"
ABC Corp,West,Mass,BigCo,West,2017,10,Widgets,A,1234567890,PPG1,"7,39,706.51"
ABC Corp,North,Drug,Rx,North,2017,10,Widgets,A,1234567890,PPG1,"1,22,220.58"
ABC Corp,East,Drug,Rx,East,2017,10,Widgets,A,1234567890,PPG1,"4,94,018.44"
ABC Corp,South,Drug,Rx,South,2017,10,Widgets,A,1234567890,PPG1,"3,22,739.71"
ABC Corp,West,Drug,Rx,West,2017,10,Widgets,A,1234567890,PPG1,"11,81,885.60"
ABC Corp,North,Mass,SuperMart,North,2017,10,Widgets,A,1234512345,PPG1,"1,34,498.57"
ABC Corp,East,Mass,SuperMart,East,2017,10,Widgets,A,1234512345,PPG1,"2,54,774.04"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,10,Widgets,A,1234512345,PPG1,"7,79,853.73"
ABC Corp,South,Mass,SuperMart,Deep South,2017,10,Widgets,A,1234512345,PPG1,"1,20,929.75"
ABC Corp,West,Mass,SuperMart,West,2017,10,Widgets,A,1234512345,PPG1,"6,47,213.74"
ABC Corp,North,Mass,BigCo,North,2017,10,Widgets,A,1234512345,PPG1,"1,11,812.16"
ABC Corp,East,Mass,BigCo,East,2017,10,Widgets,A,1234512345,PPG1,"7,48,919.05"
ABC Corp,South,Mass,BigCo,South,2017,10,Widgets,A,1234512345,PPG1,"7,85,482.23"
ABC Corp,West,Mass,BigCo,West,2017,10,Widgets,A,1234512345,PPG1,"3,56,350.02"
ABC Corp,North,Drug,Rx,North,2017,10,Widgets,A,1234512345,PPG1,"5,04,189.82"
ABC Corp,East,Drug,Rx,East,2017,10,Widgets,A,1234512345,PPG1,"1,18,724.29"
ABC Corp,South,Drug,Rx,South,2017,10,Widgets,A,1234512345,PPG1,"95,067.46"
ABC Corp,West,Drug,Rx,West,2017,10,Widgets,A,1234512345,PPG1,"7,84,644.33"
ABC Corp,North,Mass,SuperMart,North,2017,11,Widgets,A,1234567890,PPG1,"6,66,101.27"
ABC Corp,East,Mass,SuperMart,East,2017,11,Widgets,A,1234567890,PPG1,"7,04,844.49"
ABC Corp,South,Mass,SuperMart,Gulf Coast,2017,11,Widgets,A,1234567890,PPG1,"4,26,740.66"
