CPG,CPG Region,Channel,Retailer,Retailer Region,Year,Week,Category, Sales 
XYZ Manufacturing,East,Drug,Rx,East,2017,5,Widgets,"8,51,399.65"
XYZ Manufacturing,South,Drug,Rx,South,2017,5,Widgets,"8,91,616.38"
XYZ Manufacturing,West,Drug,Rx,West,2017,5,Widgets,"1,68,735.61"
AAA Industries,North,Drug,Rx,North,2017,5,Widgets,"4,16,153.48"
AAA Industries,East,Drug,Rx,East,2017,5,Widgets,"6,41,925.94"
AAA Industries,South,Drug,Rx,South,2017,5,Widgets,"8,09,109.75"
AAA Industries,West,Drug,Rx,West,2017,5,Widgets,"7,81,668.16"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,6,Widgets,"9,50,444.54"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,6,Widgets,"29,79,390.92"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,6,Widgets,"6,85,767.87"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,6,Widgets,"5,89,624.40"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,6,Widgets,"43,56,015.52"
AAA Industries,East,Mass,SuperMart,East,2017,6,Widgets,"14,47,356.39"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,6,Widgets,"27,79,099.33"
AAA Industries,South,Mass,SuperMart,Deep South,2017,6,Widgets,"7,78,508.64"
AAA Industries,West,Mass,SuperMart,West,2017,6,Widgets,"26,20,560.55"
XYZ Manufacturing,North,Mass,BigCo,North,2017,6,Widgets,"26,21,766.36"
XYZ Manufacturing,East,Mass,BigCo,East,2017,6,Widgets,"13,61,934.26"
XYZ Manufacturing,South,Mass,BigCo,South,2017,6,Widgets,"13,94,159.36"
XYZ Manufacturing,West,Mass,BigCo,West,2017,6,Widgets,"46,16,154.84"
AAA Industries,North,Mass,BigCo,North,2017,6,Widgets,"50,92,332.13"
AAA Industries,East,Mass,BigCo,East,2017,6,Widgets,"8,27,959.51"
AAA Industries,South,Mass,BigCo,South,2017,6,Widgets,"14,47,257.84"
AAA Industries,West,Mass,BigCo,West,2017,6,Widgets,"36,15,550.47"
XYZ Manufacturing,North,Drug,Rx,North,2017,6,Widgets,"8,26,790.09"
XYZ Manufacturing,East,Drug,Rx,East,2017,6,Widgets,"8,33,605.40"
XYZ Manufacturing,South,Drug,Rx,South,2017,6,Widgets,"9,22,377.14"
XYZ Manufacturing,West,Drug,Rx,West,2017,6,Widgets,"1,62,391.15"
AAA Industries,North,Drug,Rx,North,2017,6,Widgets,"4,34,381.00"
AAA Industries,East,Drug,Rx,East,2017,6,Widgets,"6,55,919.93"
AAA Industries,South,Drug,Rx,South,2017,6,Widgets,"8,10,808.88"
AAA Industries,West,Drug,Rx,West,2017,6,Widgets,"7,48,603.60"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,7,Widgets,"9,11,666.40"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,7,Widgets,"30,50,896.30"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,7,Widgets,"6,93,928.50"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,7,Widgets,"5,96,699.89"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,7,Widgets,"45,43,759.79"
AAA Industries,East,Mass,SuperMart,East,2017,7,Widgets,"13,83,383.24"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,7,Widgets,"27,41,303.58"
AAA Industries,South,Mass,SuperMart,Deep South,2017,7,Widgets,"7,43,164.35"
AAA Industries,West,Mass,SuperMart,West,2017,7,Widgets,"27,40,582.22"
XYZ Manufacturing,North,Mass,BigCo,North,2017,7,Widgets,"26,82,329.17"
XYZ Manufacturing,East,Mass,BigCo,East,2017,7,Widgets,"13,82,908.05"
XYZ Manufacturing,South,Mass,BigCo,South,2017,7,Widgets,"14,00,014.83"
XYZ Manufacturing,West,Mass,BigCo,West,2017,7,Widgets,"44,21,814.72"
AAA Industries,North,Mass,BigCo,North,2017,7,Widgets,"52,73,109.92"
AAA Industries,East,Mass,BigCo,East,2017,7,Widgets,"8,45,760.64"
AAA Industries,South,Mass,BigCo,South,2017,7,Widgets,"15,11,371.36"
AAA Industries,West,Mass,BigCo,West,2017,7,Widgets,"36,73,760.84"
XYZ Manufacturing,North,Drug,Rx,North,2017,7,Widgets,"8,60,523.12"
XYZ Manufacturing,East,Drug,Rx,East,2017,7,Widgets,"8,34,022.20"
XYZ Manufacturing,South,Drug,Rx,South,2017,7,Widgets,"9,15,551.55"
XYZ Manufacturing,West,Drug,Rx,West,2017,7,Widgets,"1,55,684.40"
AAA Industries,North,Drug,Rx,North,2017,7,Widgets,"4,13,834.78"
AAA Industries,East,Drug,Rx,East,2017,7,Widgets,"6,42,407.98"
AAA Industries,South,Drug,Rx,South,2017,7,Widgets,"7,72,619.79"
AAA Industries,West,Drug,Rx,West,2017,7,Widgets,"7,26,894.10"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,8,Widgets,"9,55,973.39"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,8,Widgets,"31,61,643.84"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,8,Widgets,"7,02,810.79"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,8,Widgets,"5,98,848.01"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,8,Widgets,"45,00,594.07"
AAA Industries,East,Mass,SuperMart,East,2017,8,Widgets,"13,53,225.48"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,8,Widgets,"26,14,655.35"
AAA Industries,South,Mass,SuperMart,Deep South,2017,8,Widgets,"7,46,880.17"
AAA Industries,West,Mass,SuperMart,West,2017,8,Widgets,"27,97,312.27"
XYZ Manufacturing,North,Mass,BigCo,North,2017,8,Widgets,"28,02,229.28"
XYZ Manufacturing,East,Mass,BigCo,East,2017,8,Widgets,"13,44,739.79"
XYZ Manufacturing,South,Mass,BigCo,South,2017,8,Widgets,"13,45,834.25"
XYZ Manufacturing,West,Mass,BigCo,West,2017,8,Widgets,"44,26,678.72"
AAA Industries,North,Mass,BigCo,North,2017,8,Widgets,"53,63,280.10"
AAA Industries,East,Mass,BigCo,East,2017,8,Widgets,"8,84,834.78"
AAA Industries,South,Mass,BigCo,South,2017,8,Widgets,"15,12,278.18"
AAA Industries,West,Mass,BigCo,West,2017,8,Widgets,"35,65,384.89"
XYZ Manufacturing,North,Drug,Rx,North,2017,8,Widgets,"8,81,950.15"
XYZ Manufacturing,East,Drug,Rx,East,2017,8,Widgets,"8,50,952.85"
XYZ Manufacturing,South,Drug,Rx,South,2017,8,Widgets,"9,16,650.22"
XYZ Manufacturing,West,Drug,Rx,West,2017,8,Widgets,"1,50,811.47"
AAA Industries,North,Drug,Rx,North,2017,8,Widgets,"4,13,338.18"
AAA Industries,East,Drug,Rx,East,2017,8,Widgets,"6,36,305.10"
AAA Industries,South,Drug,Rx,South,2017,8,Widgets,"7,77,641.81"
AAA Industries,West,Drug,Rx,West,2017,8,Widgets,"7,24,059.21"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,9,Widgets,"9,77,195.99"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,9,Widgets,"32,49,221.37"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,9,Widgets,"7,36,686.27"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,9,Widgets,"6,24,179.28"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,9,Widgets,"45,30,297.99"
AAA Industries,East,Mass,SuperMart,East,2017,9,Widgets,"14,18,315.63"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,9,Widgets,"25,10,330.60"
AAA Industries,South,Mass,SuperMart,Deep South,2017,9,Widgets,"7,46,730.80"
AAA Industries,West,Mass,SuperMart,West,2017,9,Widgets,"28,12,697.49"
XYZ Manufacturing,North,Mass,BigCo,North,2017,9,Widgets,"29,38,697.85"
XYZ Manufacturing,East,Mass,BigCo,East,2017,9,Widgets,"13,29,813.18"
XYZ Manufacturing,South,Mass,BigCo,South,2017,9,Widgets,"13,11,650.06"
XYZ Manufacturing,West,Mass,BigCo,West,2017,9,Widgets,"45,99,761.86"
AAA Industries,North,Mass,BigCo,North,2017,9,Widgets,"55,32,759.75"
AAA Industries,East,Mass,BigCo,East,2017,9,Widgets,"8,49,352.91"
AAA Industries,South,Mass,BigCo,South,2017,9,Widgets,"15,69,593.53"
AAA Industries,West,Mass,BigCo,West,2017,9,Widgets,"35,70,019.89"
XYZ Manufacturing,North,Drug,Rx,North,2017,9,Widgets,"8,54,609.69"
XYZ Manufacturing,East,Drug,Rx,East,2017,9,Widgets,"8,80,821.30"
XYZ Manufacturing,South,Drug,Rx,South,2017,9,Widgets,"8,77,050.93"
XYZ Manufacturing,West,Drug,Rx,West,2017,9,Widgets,"1,52,470.40"
AAA Industries,North,Drug,Rx,North,2017,9,Widgets,"3,95,068.63"
AAA Industries,East,Drug,Rx,East,2017,9,Widgets,"6,58,830.30"
AAA Industries,South,Drug,Rx,South,2017,9,Widgets,"7,78,652.75"
AAA Industries,West,Drug,Rx,West,2017,9,Widgets,"7,53,238.79"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,10,Widgets,"9,95,469.56"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,10,Widgets,"32,09,580.87"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,10,Widgets,"7,63,427.98"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,10,Widgets,"6,24,553.79"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,10,Widgets,"47,17,852.32"
AAA Industries,East,Mass,SuperMart,East,2017,10,Widgets,"13,66,688.94"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,10,Widgets,"24,05,147.75"
AAA Industries,South,Mass,SuperMart,Deep South,2017,10,Widgets,"7,12,306.51"
AAA Industries,West,Mass,SuperMart,West,2017,10,Widgets,"27,75,007.34"
XYZ Manufacturing,North,Mass,BigCo,North,2017,10,Widgets,"30,33,911.66"
XYZ Manufacturing,East,Mass,BigCo,East,2017,10,Widgets,"13,36,595.22"
XYZ Manufacturing,South,Mass,BigCo,South,2017,10,Widgets,"12,73,743.38"
XYZ Manufacturing,West,Mass,BigCo,West,2017,10,Widgets,"47,52,013.98"
AAA Industries,North,Mass,BigCo,North,2017,10,Widgets,"56,43,414.95"
AAA Industries,East,Mass,BigCo,East,2017,10,Widgets,"8,11,132.03"
AAA Industries,South,Mass,BigCo,South,2017,10,Widgets,"16,45,404.89"
AAA Industries,West,Mass,BigCo,West,2017,10,Widgets,"36,54,986.36"
XYZ Manufacturing,North,Drug,Rx,North,2017,10,Widgets,"8,29,911.47"
XYZ Manufacturing,East,Drug,Rx,East,2017,10,Widgets,"8,74,215.14"
XYZ Manufacturing,South,Drug,Rx,South,2017,10,Widgets,"8,40,127.08"
XYZ Manufacturing,West,Drug,Rx,West,2017,10,Widgets,"1,58,188.04"
AAA Industries,North,Drug,Rx,North,2017,10,Widgets,"3,97,281.01"
AAA Industries,East,Drug,Rx,East,2017,10,Widgets,"6,34,124.16"
AAA Industries,South,Drug,Rx,South,2017,10,Widgets,"8,04,426.15"
AAA Industries,West,Drug,Rx,West,2017,10,Widgets,"7,24,917.02"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,11,Widgets,"9,93,976.36"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,11,Widgets,"31,84,225.18"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,11,Widgets,"7,47,090.62"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,11,Widgets,"6,16,122.31"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,11,Widgets,"46,78,694.15"
AAA Industries,East,Mass,SuperMart,East,2017,11,Widgets,"13,51,518.69"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,11,Widgets,"22,94,510.96"
AAA Industries,South,Mass,SuperMart,Deep South,2017,11,Widgets,"7,19,287.11"
AAA Industries,West,Mass,SuperMart,West,2017,11,Widgets,"27,49,199.78"
XYZ Manufacturing,North,Mass,BigCo,North,2017,11,Widgets,"30,26,326.88"
XYZ Manufacturing,East,Mass,BigCo,East,2017,11,Widgets,"12,70,300.10"
XYZ Manufacturing,South,Mass,BigCo,South,2017,11,Widgets,"12,74,380.25"
XYZ Manufacturing,West,Mass,BigCo,West,2017,11,Widgets,"47,26,353.10"
AAA Industries,North,Mass,BigCo,North,2017,11,Widgets,"55,68,357.53"
AAA Industries,East,Mass,BigCo,East,2017,11,Widgets,"7,95,477.18"
AAA Industries,South,Mass,BigCo,South,2017,11,Widgets,"17,08,094.82"
AAA Industries,West,Mass,BigCo,West,2017,11,Widgets,"36,85,688.25"
XYZ Manufacturing,North,Drug,Rx,North,2017,11,Widgets,"8,65,431.68"
XYZ Manufacturing,East,Drug,Rx,East,2017,11,Widgets,"8,92,398.81"
XYZ Manufacturing,South,Drug,Rx,South,2017,11,Widgets,"8,33,490.08"
XYZ Manufacturing,West,Drug,Rx,West,2017,11,Widgets,"1,59,058.07"
AAA Industries,North,Drug,Rx,North,2017,11,Widgets,"3,98,433.13"
AAA Industries,East,Drug,Rx,East,2017,11,Widgets,"6,51,816.23"
AAA Industries,South,Drug,Rx,South,2017,11,Widgets,"8,25,341.23"
AAA Industries,West,Drug,Rx,West,2017,11,Widgets,"7,51,666.45"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,12,Widgets,"9,68,331.77"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,12,Widgets,"32,01,420.00"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,12,Widgets,"7,24,677.90"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,12,Widgets,"6,43,416.53"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,12,Widgets,"48,56,016.66"
AAA Industries,East,Mass,SuperMart,East,2017,12,Widgets,"13,46,788.38"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,12,Widgets,"22,38,524.89"
AAA Industries,South,Mass,SuperMart,Deep South,2017,12,Widgets,"7,27,702.77"
AAA Industries,West,Mass,SuperMart,West,2017,12,Widgets,"26,59,300.94"
XYZ Manufacturing,North,Mass,BigCo,North,2017,12,Widgets,"30,95,327.13"
XYZ Manufacturing,East,Mass,BigCo,East,2017,12,Widgets,"12,94,181.74"
XYZ Manufacturing,South,Mass,BigCo,South,2017,12,Widgets,"13,05,092.81"
XYZ Manufacturing,West,Mass,BigCo,West,2017,12,Widgets,"45,02,323.96"
AAA Industries,North,Mass,BigCo,North,2017,12,Widgets,"57,12,021.15"
AAA Industries,East,Mass,BigCo,East,2017,12,Widgets,"8,14,250.44"
AAA Industries,South,Mass,BigCo,South,2017,12,Widgets,"17,04,678.63"
AAA Industries,West,Mass,BigCo,West,2017,12,Widgets,"36,55,097.04"
XYZ Manufacturing,North,Drug,Rx,North,2017,12,Widgets,"8,51,325.15"
XYZ Manufacturing,East,Drug,Rx,East,2017,12,Widgets,"9,08,729.71"
XYZ Manufacturing,South,Drug,Rx,South,2017,12,Widgets,"8,74,831.19"
XYZ Manufacturing,West,Drug,Rx,West,2017,12,Widgets,"1,61,396.23"
AAA Industries,North,Drug,Rx,North,2017,12,Widgets,"4,03,373.70"
AAA Industries,East,Drug,Rx,East,2017,12,Widgets,"6,83,168.59"
AAA Industries,South,Drug,Rx,South,2017,12,Widgets,"7,95,463.88"
AAA Industries,West,Drug,Rx,West,2017,12,Widgets,"7,34,227.79"
XYZ Manufacturing,North,Mass,SuperMart,North,2017,13,Widgets,"10,01,351.88"
XYZ Manufacturing,East,Mass,SuperMart,East,2017,13,Widgets,"30,58,316.52"
XYZ Manufacturing,South,Mass,SuperMart,Gulf Coast,2017,13,Widgets,"7,20,764.64"
XYZ Manufacturing,South,Mass,SuperMart,Deep South,2017,13,Widgets,"6,20,317.88"
XYZ Manufacturing,West,Mass,SuperMart,West,2017,13,Widgets,"46,70,031.22"
AAA Industries,East,Mass,SuperMart,East,2017,13,Widgets,"13,22,276.83"
AAA Industries,South,Mass,SuperMart,Gulf Coast,2017,13,Widgets,"23,11,276.95"
AAA Industries,South,Mass,SuperMart,Deep South,2017,13,Widgets,"7,42,329.60"
AAA Industries,West,Mass,SuperMart,West,2017,13,Widgets,"27,20,996.73"
XYZ Manufacturing,North,Mass,BigCo,North,2017,13,Widgets,"30,59,111.80"
XYZ Manufacturing,East,Mass,BigCo,East,2017,13,Widgets,"12,41,896.80"
XYZ Manufacturing,South,Mass,BigCo,South,2017,13,Widgets,"13,34,326.89"
XYZ Manufacturing,West,Mass,BigCo,West,2017,13,Widgets,"47,03,127.61"
AAA Industries,North,Mass,BigCo,North,2017,13,Widgets,"58,43,397.64"
AAA Industries,East,Mass,BigCo,East,2017,13,Widgets,"8,03,013.79"
AAA Industries,South,Mass,BigCo,South,2017,13,Widgets,"17,30,248.81"
AAA Industries,West,Mass,BigCo,West,2017,13,Widgets,"36,62,041.72"
XYZ Manufacturing,North,Drug,Rx,North,2017,13,Widgets,"8,64,435.56"
XYZ Manufacturing,East,Drug,Rx,East,2017,13,Widgets,"9,21,361.05"
XYZ Manufacturing,South,Drug,Rx,South,2017,13,Widgets,"8,47,886.39"
XYZ Manufacturing,West,Drug,Rx,West,2017,13,Widgets,"1,64,107.68"
AAA Industries,North,Drug,Rx,North,2017,13,Widgets,"3,88,771.57"
AAA Industries,East,Drug,Rx,East,2017,13,Widgets,"6,55,910.16"
AAA Industries,South,Drug,Rx,South,2017,13,Widgets,"8,19,645.98"
